raw_text,clean_text,tokens,gloss,UDfeats
ewúrẹ́ kan tí olóńgbò méjì ń fà (ni ó pa àwọ̀ dà),ewúrẹ́ kan tí olóńgbò méjì ń fà ( ni ó pa àwọ̀ dà ),"['ewúrẹ́', 'kan', 'tí', 'olóńgbò', 'méjì', 'ń', 'fà', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",goat one REL cat two PROG pull ( FOC 3.SG.TNS paint colour change ),"['_', '_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
ẹṣin kan tí ó ń fà màlúù méjì (ni ó pa àwọ̀ dà),ẹṣin kan tí ó ń fà màlúù méjì ( ni ó pa àwọ̀ dà ),"['ẹṣin', 'kan', 'tí', 'ó', 'ń', 'fà', 'màlúù', 'méjì', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",horse one REL 3.SG.TNS PROG pull cow two ( FOC 3.SG.TNS paint colour change ),"['_', '_', 'PronType=Rel', 'Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_', '_', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
ajá kan tí ó ń wẹ àgùntàn méjì (ni ó pa àwọ̀ dà),ajá kan tí ó ń wẹ àgùntàn méjì ( ni ó pa àwọ̀ dà ),"['ajá', 'kan', 'tí', 'ó', 'ń', 'wẹ', 'àgùntàn', 'méjì', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",dog one REL 3.SG.TNS PROG wash sheep two ( FOC 3.SG.TNS paint colour change ),"['_', '_', 'PronType=Rel', 'Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_', '_', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
ẹṣin méjì tí màlúù kan ń tì (ni ó pa àwọ̀ dà),ẹṣin méjì tí màlúù kan ń tì ( ni ó pa àwọ̀ dà ),"['ẹṣin', 'méjì', 'tí', 'màlúù', 'kan', 'ń', 'tì', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",horse two REL cow one PROG push ( FOC 3.SG.TNS paint colour change ),"['_', '_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
adìyẹ kan tí ọ̀pọ̀lọ́ kan ń ju ọsàn sókè sí (ni ó pa àwọ̀ dà),adìyẹ kan tí ọ̀pọ̀lọ́ kan ń ju ọsàn sókè sí ( ni ó pa àwọ̀ dà ),"['adìyẹ', 'kan', 'tí', 'ọ̀pọ̀lọ́', 'kan', 'ń', 'ju', 'ọsàn', 'sókè', 'sí', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",hen one REL toad one PROG throw orange LOC to ( FOC 3.SG.TNS paint colour change ),"['_', '_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_', '_', 'Case=Loc', '_', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
ọ̀pọ̀lọ́ méjì tí ó ń mú pẹ́pẹ́yẹ kan (ni ó pa àwọ̀ dà),ọ̀pọ̀lọ́ méjì tí ó ń mú pẹ́pẹ́yẹ kan ( ni ó pa àwọ̀ dà ),"['ọ̀pọ̀lọ́', 'méjì', 'tí', 'ó', 'ń', 'mú', 'pẹ́pẹ́yẹ', 'kan', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",toad two REL 3.SG.TNS PROG catch duck one ( FOC 3.SG.TNS paint colour change ),"['_', '_', 'PronType=Rel', 'Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_', '_', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
ibùsùn tí olóńgbò kan ń fò lórí rẹ̀ (ni ó pa àwọ̀ dà),ibùsùn tí olóńgbò kan ń fò lórí rẹ̀ ( ni ó pa àwọ̀ dà ),"['ibùsùn', 'tí', 'olóńgbò', 'kan', 'ń', 'fò', 'lórí', 'rẹ̀', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",bed REL cat one PROG jump LOC 3.SG.GEN ( FOC 3.SG.TNS paint colour change ),"['_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_', 'Case=Loc', 'Person=3|Number=Sing|Case=Gen', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
ajá méjì tí àgùntàn kan ń mú (ni ó pa àwọ̀ dà),ajá méjì tí àgùntàn kan ń mú ( ni ó pa àwọ̀ dà ),"['ajá', 'méjì', 'tí', 'àgùntàn', 'kan', 'ń', 'mú', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",dog two REL sheep one PROG catch ( FOC 3.SG.TNS paint colour change ),"['_', '_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
olóńgbò kan tí pẹ́pẹ́yẹ kan ń fún ní òdòdó (ni ó pa àwọ̀ dà),olóńgbò kan tí pẹ́pẹ́yẹ kan ń fún ní òdòdó ( ni ó pa àwọ̀ dà ),"['olóńgbò', 'kan', 'tí', 'pẹ́pẹ́yẹ', 'kan', 'ń', 'fún', 'ní', 'òdòdó', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",cat one REL duck one PROG give LOC flower ( FOC 3.SG.TNS paint colour change ),"['_', '_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_', 'Case=Loc', '_', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
igi tí ewúrẹ́ kan jókòó sí abẹ́ rẹ̀ (ni ó pa àwọ̀ dà),igi tí ewúrẹ́ kan jókòó sí abẹ́ rẹ̀ ( ni ó pa àwọ̀ dà ),"['igi', 'tí', 'ewúrẹ́', 'kan', 'jókòó', 'sí', 'abẹ́', 'rẹ̀', '(', 'ni', 'ó', 'pa', 'àwọ̀', 'dà', ')']",tree REL goat one sit LOC under 3.SG.GEN ( FOC 3.SG.TNS paint colour change ),"['_', 'PronType=Rel', '_', '_', '_', 'Case=Loc', '_', 'Person=3|Number=Sing|Case=Gen', '_', 'Voice=Foc', 'Person=3|Number=Sing|VerbForm=Tns', '_', '_', '_', '_']"
Ehoro tó ń jẹun,Ehoro tó ń jẹun,"['Ehoro', 'tó', 'ń', 'jẹun']",Rabbit REL.3.SG.TNS PROG eat,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_']"
Ehoro tó ṣubú,Ehoro tó ṣubú,"['Ehoro', 'tó', 'ṣubú']",Rabbit REL.3.SG.TNS fall,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', '_']"
Bọ́ọ̀lù tó ń yí gbirigbiri,Bọ́ọ̀lù tó ń yí gbirigbiri,"['Bọ́ọ̀lù', 'tó', 'ń', 'yí', 'gbirigbiri']",Ball REL.3.SG.TNS PROG roll rolling-manner,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_']"
Kìnìún tó ń fa màlúù méjì,Kìnìún tó ń fa màlúù méjì,"['Kìnìún', 'tó', 'ń', 'fa', 'màlúù', 'méjì']",Lion REL.3.SG.TNS PROG pull cow two,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_', '_']"
ewúrẹ́ tí olóńgbò méjì ń fà,ewúrẹ́ tí olóńgbò méjì ń fà,"['ewúrẹ́', 'tí', 'olóńgbò', 'méjì', 'ń', 'fà']",goat REL cat two PROG pull,"['_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_']"
Ajá tí adìyẹ ń ju bọ́ọ̀lù sí,Ajá tí adìyẹ ń ju bọ́ọ̀lù sí,"['Ajá', 'tí', 'adìyẹ', 'ń', 'ju', 'bọ́ọ̀lù', 'sí']",Dog REL hen PROG throw ball to,"['_', 'PronType=Rel', '_', 'VerbForm=Prog', '_', '_', '_']"
ewúrẹ́ méjì tó ń ti olóńgbò kan,ewúrẹ́ méjì tó ń ti olóńgbò kan,"['ewúrẹ́', 'méjì', 'tó', 'ń', 'ti', 'olóńgbò', 'kan']",goat two REL.3.SG.TNS PROG push cat one,"['_', '_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_', '_']"
Ilé tí àgùntàn kan ń fò lórí rẹ̀,Ilé tí àgùntàn kan ń fò lórí rẹ̀,"['Ilé', 'tí', 'àgùntàn', 'kan', 'ń', 'fò', 'lórí', 'rẹ̀']",House REL sheep one PROG jump LOC 3.SG.GEN,"['_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_', 'Case=Loc', 'Person=3|Number=Sing|Case=Gen']"
ẹṣin tó ń fà màlúù méjì,ẹṣin tó ń fà màlúù méjì,"['ẹṣin', 'tó', 'ń', 'fà', 'màlúù', 'méjì']",horse REL.3.SG.TNS PROG pull cow two,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_', '_']"
ọ̀pọ̀lọ́ kan tí pẹ́pẹ́yẹ méjì ń wẹ̀,ọ̀pọ̀lọ́ kan tí pẹ́pẹ́yẹ méjì ń wẹ̀,"['ọ̀pọ̀lọ́', 'kan', 'tí', 'pẹ́pẹ́yẹ', 'méjì', 'ń', 'wẹ̀']",toad one REL duck two PROG wash,"['_', '_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_']"
Tábìlì tí ọ̀pọ̀lọ́ kan jókòó sábẹ́ ẹ̀,Tábìlì tí ọ̀pọ̀lọ́ kan jókòó sábẹ́ ẹ̀,"['Tábìlì', 'tí', 'ọ̀pọ̀lọ́', 'kan', 'jókòó', 'sábẹ́', 'ẹ̀']",Table REL toad one sit LOC 3.SG.GEN,"['_', 'PronType=Rel', '_', '_', '_', 'Case=Loc', 'Person=3|Number=Sing|Case=Gen']"
adìyẹ tí eku kan ń fún ní èso,adìyẹ tí eku kan ń fún ní èso,"['adìyẹ', 'tí', 'eku', 'kan', 'ń', 'fún', 'ní', 'èso']",hen REL rat one PROG give LOC fruit,"['_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_', 'Case=Loc', '_']"
adìyẹ tí ọ̀pọ̀lọ́ kan ń ju ọsàn sí,adìyẹ tí ọ̀pọ̀lọ́ kan ń ju ọsàn sí,"['adìyẹ', 'tí', 'ọ̀pọ̀lọ́', 'kan', 'ń', 'ju', 'ọsàn', 'sí']",hen REL toad one PROG throw orange to,"['_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_', '_', '_']"
ajá méjì tí àgùntàn kan ń mú,ajá méjì tí àgùntàn kan ń mú,"['ajá', 'méjì', 'tí', 'àgùntàn', 'kan', 'ń', 'mú']",dog two REL sheep one PROG catch,"['_', '_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_']"
ajá méjì tí àgùntàn kan ń mú,ajá méjì tí àgùntàn kan ń mú,"['ajá', 'méjì', 'tí', 'àgùntàn', 'kan', 'ń', 'mú']",tree REL goat one sit LOC 3.SG.GEN,"['_', 'PronType=Rel', '_', '_', '_', 'Case=Loc', 'Person=3|Number=Sing|Case=Gen']"
ajá tó ń wẹ àgùntàn méjì,ajá tó ń wẹ àgùntàn méjì,"['ajá', 'tó', 'ń', 'wẹ', 'àgùntàn', 'méjì']",dog REL.3.SG.TNS PROG wash sheep two,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_', '_']"
olóńgbò tí pẹ́pẹ́yẹ ń fún ní òdòdó,olóńgbò tí pẹ́pẹ́yẹ ń fún ní òdòdó,"['olóńgbò', 'tí', 'pẹ́pẹ́yẹ', 'ń', 'fún', 'ní', 'òdòdó']",cat REL duck PROG give LOC flower,"['_', 'PronType=Rel', '_', 'VerbForm=Prog', '_', 'Case=Loc', '_']"
ẹṣin méjì tí màlúù kan ń tì,ẹṣin méjì tí màlúù kan ń tì,"['ẹṣin', 'méjì', 'tí', 'màlúù', 'kan', 'ń', 'tì']",horse two REL cow one PROG push,"['_', '_', 'PronType=Rel', '_', '_', 'VerbForm=Prog', '_']"
ọ̀pọ̀lọ́ méjì tó ń mú pẹ́pẹ́yẹ kan,ọ̀pọ̀lọ́ méjì tó ń mú pẹ́pẹ́yẹ kan,"['ọ̀pọ̀lọ́', 'méjì', 'tó', 'ń', 'mú', 'pẹ́pẹ́yẹ', 'kan']",toad two REL.3.SG.TNS PROG catch duck one,"['_', '_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_', '_']"
ibùsùn tí olóńgbò kan ti ń fò,ibùsùn tí olóńgbò kan ti ń fò,"['ibùsùn', 'tí', 'olóńgbò', 'kan', 'ti', 'ń', 'fò']",bed REL cat one PERF PROG jump,"['_', 'PronType=Rel', '_', '_', 'Tense=Perf', 'VerbForm=Prog', '_']"
Ehoro tó ń jẹun,Ehoro tó ń jẹun,"['Ehoro', 'tó', 'ń', 'jẹun']",Rabbit REL.3.SG.TNS PROG eat,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_']"
Ehoro tó ṣubú,Ehoro tó ṣubú,"['Ehoro', 'tó', 'ṣubú']",Rabbit REL.3.SG.TNS fall,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', '_']"
Bọ́ọ̀lù tó ń yí gbirigbiri,Bọ́ọ̀lù tó ń yí gbirigbiri,"['Bọ́ọ̀lù', 'tó', 'ń', 'yí', 'gbirigbiri']",Ball REL.3.SG.TNS PROG roll rolling-manner,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_']"
Kìnìún tó ń fa màlúù méjì,Kìnìún tó ń fa màlúù méjì,"['Kìnìún', 'tó', 'ń', 'fa', 'màlúù', 'méjì']",Lion REL.3.SG.TNS PROG pull cow two,"['_', 'PronType=Rel|Person=3|Number=Sing|VerbForm=Tns', 'VerbForm=Prog', '_', '_', '_']"
